;meta[language=en]
;  id     |key(hex)|key(str)|text
2119453207|ac300daf|map_description_ngcl_elven_lab|The Blue Mountains are a large mountain range dividing the Northern Kingdoms from Haakland and Zerrikania. The mountains form a natural border for at least Lyria, Aedirn, and Kaedwen. Dol Blathanna, the Valley of Flowers, lies at the very foot of the mountains, and the river Yaruga's spring is hidden among the rocky heights. <br>The free elves have made their abode in the mountains.
2119453210|d6b6a495|item_name_blue_mushroom|Blue mushroom
2119453211|015fa61b|item_desc_blue_mushroom|Strange glowing mushroom
2119453213|00000000||Ahh! There you are. You're white-haired friend is stable, you'll be pleased to hear.
2119453215|00000000||Here are your herbs. I didn't expect to have to run around the entire hospital, to be honest.
2119453217|00000000||Please, master witcher, get the healing herbs.
2119453219|00000000||It is done.
2119453221|00000000||Your friend will need to get an antidote though, and sooner rather than later.
2119453223|00000000||Let's wait until the gas dissipates completely.
2119453225|00000000||What kinds of elves, even scoia'tels, experiment with bombs nowadays?
2119453227|00000000||Hmm… a letter with some instructions and a crystal. Will think about it later.
2119453229|00000000||Another dh'oine. Kill him!
2119453231|00000000||He is barely breathing. No any effect after white honey, but it will not help if it's a toxin.
2119453233|00000000||Unusual poison, I have never seen like that. It smells… Some kind of mushrooms?
2119453235|00000000||I can't do anything right now, need to get him to the hospital. It's in Novigrad.
2119453236|00000000||Search elven bodies.
2119453237|3b36903b|item_name_ngcl_elf_letter|Instructions about experiment
2119453238|5fa54841|item_desc_ngcl_elf_letter|A letter written in an elegant female hand
2119453239|7a825ab1|item_name_ngcl_elf_letter_text|This time, check out the blue mushroom based bombs.<br>I need to know the average time to breathing arrest on healthy individuals. The corpse of the one that lasts the longest - bring it to me for autopsy. Here's a new crystal to activate the portal to the west of the Coast of Wrecks as usual.<br><br>P.S. Just please no more dwarven corpses, I'm getting sick of their beards.
2119453240|50915c58|item_name_ngcl_portal_crystal|Magic crystal
2119453241|af38a15e|item_desc_ngcl_portal_crystal|A shiny crystal without flaws
2119453243|00000000||Need to check this witcher. Maybe he's still alive.
2119453244|00000000||Explore the surroundings.
2119453245|00000000||Where am I?
2119453247|00000000||This icy river is really slippery.
2119453249|00000000||I should explore the surroundings.
2119453251|00000000||Where am I?
2119453254|00000000||Nothing really interesting here.
2119453256|00000000||I should continue to follow this valley.
2119453257|00000000||Explore the surroundings.
2119453259|00000000||This icy river is really slippery.
2119453261|00000000||Interesting these ice skates.
2119453263|00000000||And... there's like a mushroom smell on this loot.
2119453265|00000000||Even if it's less strong, this odour reminds me the fog's one that has paralyzed the witcher.
2119453267|00000000||I should follow it.
2119453269|00000000||Bear's odour covers that of mushrooms.
2119453270|00000000||Follow mushrooms' odour.
2119453271|00000000||Find back mushrooms' odour.
2119453272|00000000||Inspect elves' loot.
2119453274|00000000||Given the size of this frozen lake, these ice skates will come in handy.
2119453276|00000000||Given the size of this frozen lake, these ice skates will come in handy.
2119453278|00000000||Given the size of this frozen lake, these ice skates will come in handy.
2119453280|00000000||I don't need this anymore.
2119453282|00000000||I don't need this anymore.
2119453284|00000000||A dead end. Yet there must be a passage.
2119453286|00000000||This wall is an illusion. I should be able to pass through it.
2119453287|00000000||Find a way inside.
2119453288|00000000||Follow mushroom odour.
2119453290|00000000||Head to the west coast.
2119453292|00000000||What do you want?
2119453294|00000000||I need help.
2119453296|00000000||I sent my soldiers to patrol the forest east of Ursten.
2119453298|00000000||I haven't had any news for several days.
2119453300|00000000||Filling out contracts, that's what you witchers do for a living.
2119453302|00000000||If it's well paid.
2119453304|00000000||Why you asking me?
2119453306|00000000||Sorry. Not interested.
2119453308|00000000||Need to talk about how much I'll get paid, first.
2119453310|00000000||The Redanian army is asking you.
2119453312|00000000||That should be enough.
2119453314|00000000||Money…
2119453316|00000000||That's all you witchers ever talk about.
2119453318|00000000||You'll be well paid if you unravel this mystery.
2119453320|00000000||Why're you asking me?
2119453322|00000000||I can't imagine asking my superior for help because I've lost my troops.
2119453324|00000000||You have a reputation for not being very talkative, so…
2119453326|00000000||You find my boys, I pay you, and everyone's happy!
2119453328|00000000||Mhm. Guess I gotta investigate…
2119453330|00000000||Perfect! Come and find me when you've cleared up this mess.
2119453332|00000000||Not interested. Farewell.
2119453336|00000000||Given the size of this frozen lake, these ice skates will come in handy.
2119453338|00000000||Given the size of this frozen lake, these ice skates will come in handy.
2119453340|00000000||Given the size of this frozen lake, these ice skates will come in handy.
2119453342|00000000||I don't need this anymore.
2119453347|00000000||No time for walking. I need to hurry up.
2119453349|00000000||I shouldn't go there. I need to get to the Coast of Wrecks as soon as possible.
2119453351|00000000||It must be a wrong direction. I need to get to the coast.
2119453353|00000000||Is the coast this way? I need to hurry up.
2119453355|00000000||Hmm... It seems I should go the other way.
2119453357|00000000||Kill white bears.
2119453359|00000000||The odour comes from this...
2119453362|00000000||Well, well... There's a reason I spent so much time on the gravity trap.
2119453364|00000000||So I'm a prisoner now.
2119453366|00000000||The young-looking elven mage/sorceress tells him that he has been developing such weapon for a long time, which will change the course of decision in battles, even with the numerical superiority of the enemy. He is not Aen Saevherne, but Francesca herself taught him a bit. After several years of tedious work, he was able to obtain a particularly toxic mixture by mixing white-hot phosphorus crystals and Ergot seeds. He says that the witcher is very suitable for him to experiment.
2119453367|00000000||Ride Crucian.
2119453368|00000000|| 
2119453369|91cac685|ngcl_cinematic_velen_text|West Velen
2119453370|00000000||Crucian
2119453372|00000000||I have a long way to go. Need to saddle Crucian.
2119453374|00000000||It seems I'm there.
2119453376|00000000||Insightful. Promising…
2119453378|00000000||Who are you and what do you want?
2119453380|00000000||Who are you and what do you want?
2119453382|00000000||Set me free, you elf bastard!
2119453384|00000000||Who are you and what do you want?
2119453386|00000000||Set me free, you elven bastard!
2119453388|00000000||And he's polite.
2119453390|00000000||But he's rude.
2119453392|00000000||It's of little interest, considering what lies ahead, but I'll answer your questions.
2119453394|00000000||My name is Emilia.
2119453396|00000000||Great elf witch.
2119453398|00000000||Lower your insignificant tone, lab rat.
2119453400|00000000||My name is Emilia.
2119453402|00000000||Great sorceress of Aen Seidhe.
2119453404|00000000||And maybe then I'll tell you what awaits you.
2119453406|00000000||I was trained by Francesca Findabair, our Daisy of the Valleys. But now I'm improving myself in alchemy arts.
2119453408|00000000||You see, I'm applying what I've learned to develop a substance that will enable elves to regain their rightful place.
2119453410|00000000||After several years of tedious work, I was able to obtain a particularly mixture by mixing white-hot phosphorus crystals with ergot seeds.
2119453412|00000000||However it's still not always mortal, and I need more subjects for experiments.
2119453414|00000000||And that's where you come in, vatt'ghern. You are a godsend.
2119453416|00000000||From what I've heard, witchers have a particular metabolism that I think will be very suitable for my experiments.
2119453418|00000000||We will start with small doses to find out how your body copes with the poison, and I'll find a counter to it.
2119453420|00000000||I've always been a supporter of the elves.
2119453422|00000000||I always remain neutral about elves.
2119453424|00000000||I hate elves.
2119453426|00000000||This is a mistake, I always remain neutral about elves.
2119453428|00000000||If you're not with us, you're against us.
2119453430|00000000||This is a mistake, I've always been a supporter of the elves.
2119453432|00000000||And I'm here to help another witcher named Geralt of Rivia.
2119453434|00000000||He's been paralyzed from the attack of your henchmen, and won't survive long unless I bring back the ingredients to make an antidote.
2119453436|00000000||So you are telling truth. If the witchers continue to side with us, it will be more useful than a dissection on my table.
2119453438|00000000||I shall let you go.
2119453440|00000000||Hurts to say this, but I have to find another body for my experiments.
2119453442|00000000||But first, you have to sign this sort of non-disclosure agreement with your blood.
2119453444|00000000||To make me sure you will never divulge what I'm up to here.
2119453446|00000000||You say you're here to help Geralt of Rivia, but he's no friend of Aen Seidhe.
2119453448|00000000||And the friends of my enemies are my enemies.
2119453450|00000000||Don't get bored, I'll be back soon to test the new version of poison on you.
2119453452|00000000||I'm gonna kill you!
2119453454|00000000||Poor thing, sharp sword and stupid muscles won't help you. This cage could hold even a bear.
2119453456|00000000||You didn't tie my hands.
2119453458|00000000||You just called me an elven whore.
2119453460|00000000||You can't be a friend of Aen Seidhe.
2119453462|00000000||Gwynbleidd has helped Vernossiel.
2119453464|00000000||Gwynbleidd has helped Iorveth.
2119453466|00000000||Hate you all. I hope Dol Blatanna will die out completely soon.
2119453468|00000000||That's not gonna happen. And for your filthy words, I'll cut out your tongue.
2119453470|00000000||She underestimates witcher signs. Aard will help me get this door out.
2119453471|00000000||Use the portal to return in Novigrad.
2119453472|00000000||Use Aard to break the cage door.
2119453473|00000000||Find any ingredients of the venom.
2119453474|00000000||Defeat the golem.
2119453475|00000000||Defeat Emilia.
2119453476|00000000||Loot Emilia's body.
2119453477|00000000||Use crystal to activate the portal.
2119453478|00000000||Leave the laboratory.
2119453480|00000000||I shouldn't go there. I have to explore the coast.
2119453482|00000000||I should return to the coast. Some traces must be there.
2119453484|00000000||Very well, you signed the oath.
2119453486|00000000||Here's the antidote for one person, but it was made for an elf. I can't promise if it will help a witcher.
2119453488|00000000||I've activated the portal near the lab exit, use it to get back.
2119453490|00000000||What're you doing here, vagrant?!
2119453492|00000000||No pass, no passage!
2119453494|00000000||What kind of pass?
2119453496|00000000||Get him out!
2119453502|00000000||What do you want?
2119453504|00000000||I need help.
2119453506|00000000||I sent my soldiers to patrol the forest east of Ursten.
2119453508|00000000||I haven't had any news for several days.
2119453510|00000000||Filling out contracts, that's what you witchers do for a living.
2119453512|00000000||If it's well paid.
2119453514|00000000||Why you asking me?
2119453516|00000000||Sorry. Not interested.
2119453518|00000000||Need to talk about how much I'll get paid, first.
2119453520|00000000||The Redanian army is asking you.
2119453522|00000000||That should be enough.
2119453524|00000000||Money…
2119453526|00000000||That's all you witchers ever talk about.
2119453528|00000000||You'll be well paid if you unravel this mystery.
2119453530|00000000||Why're you asking me?
2119453532|00000000||I can't imagine asking my superior for help because I've lost my troops.
2119453534|00000000||You have a reputation for not being very talkative, so…
2119453536|00000000||You find my boys, I pay you, and everyone's happy!
2119453538|00000000||Mhm. Guess I gotta investigate…
2119453540|00000000||Perfect! Come and find me when you've cleared up this mess.
2119453542|00000000||Not interested. Farewell.
2119453546|00000000||It was you who gave the contract to the witcher Geralt of Rivia?
2119453548|00000000||It depends... what do you want from me?
2119453550|00000000||I'm here for the reward.
2119453552|00000000||What do you mean?
2119453554|00000000||Your soldiers died in a Scoia'tael ambush.
2119453556|00000000||Damn elves.
2119453558|00000000||I saw the elves attack the witcher.
2119453560|00000000||He's in bad shape, but he'll survive.
2119453562|00000000||I've come to claim the reward, since you're interested in knowing what happened to your troops, not in who brought you the information.
2119453564|00000000||You're right.
2119453566|00000000||[Remain silent.]
2119453568|00000000||It's all about the Scoia'tael from the Blue Mountains.
2119453570|00000000||[Remain silent.]
2119453572|00000000||Explain what the elves did. (not respecting the word given to Emilia)
2119453574|00000000||Here's your reward.
2119453576|00000000||That's not much.
2119453578|00000000||That's enough of an investigation for any villager.
2119453580|00000000||There's more.
2119453582|00000000||Remain silent.
2119453584|00000000||Explain what the elves did.
2119453586|00000000||Remain silent.
2119453588|00000000||Explain what the elves did. (not respecting Emilia's non disclosure agreement)
2119453590|00000000||The Scoia'tael were carrying out experiments to develop a powerful neurotoxic poison.
2119453592|00000000||I've neutralized the threat.
2119453594|00000000||The elven sorceress who performed these experiments will no longer harm anyone.
2119453596|00000000||Whether human or elf, sorceresses are all about scheming.
2119453598|00000000||This valuable information deserves a good reward.
2119453600|00000000||There's more.
2119453602|00000000||It was a group of scoia'tael from Blue Mountains…
2119453604|00000000||What's happening?
2119453606|00000000||[Remain silent again.]
2119453608|00000000||It's all about the Scoia'tael from the Blue Mountains.
2119453610|00000000||[Remain silent again.]
2119453612|00000000||It's all about the Scoia'tael from the Blue Mountains.
2119453614|00000000||It was you who gave the contract to the witcher Geralt of Rivia?
2119453616|00000000||It depends... what do you want from me?
2119453618|00000000||I'm here for the reward.
2119453620|00000000||What do you mean?
2119453622|00000000||Your soldiers died in a Scoia'tael ambush.
2119453624|00000000||Damn elves.
2119453626|00000000||I saw the elves attack the witcher.
2119453628|00000000||He's in bad shape, but he'll survive.
2119453630|00000000||I've come to claim the reward, since you're interested in knowing what happened to your troops, not in who brought you the information.
2119453632|00000000||You're right.
2119453634|00000000||Remain silent.
2119453636|00000000||Explain what the elves did.
2119453638|00000000||Remain silent.
2119453640|00000000||Explain what the elves did. (not respecting the word given to Emilia)
2119453642|00000000||Here's your reward.
2119453644|00000000||That's not much.
2119453646|00000000||That's enough of an investigation for any villager.
2119453648|00000000||There's more.
2119453650|00000000||The Scoia'tael were carrying out experiments to develop a powerful neurotoxic poison.
2119453652|00000000||I've neutralized the threat.
2119453654|00000000||The elven sorceress who performed these experiments will no longer harm anyone.
2119453656|00000000||Whether human or elf, sorceresses are all about scheming.
2119453658|00000000||This valuable information deserves a good reward.
2119453660|00000000||There's more.
2119453662|00000000||The Scoia'tael were carrying out experiments to develop…
2119453664|00000000||What's happening?
2119453666|00000000||Remain silent again.
2119453668|00000000||Explain what the elves did.
2119453670|00000000||Remain silent again.
2119453672|00000000||Explain what the elves did. (not respecting Emilia's non disclosure agreement)
2119453674|00000000||There you are again.
2119453676|00000000||I imagine you're here for the reward.
2119453678|00000000||It was you who gave the contract to the witcher Geralt of Rivia?
2119453680|00000000||It depends... what do you want from me?
2119453682|00000000||I'm here for the reward.
2119453684|00000000||What do you mean?
2119453686|00000000||Your soldiers died in a Scoia'tael ambush.
2119453688|00000000||Damn elves.
2119453690|00000000||I saw the elves attack the witcher.
2119453692|00000000||He's in bad shape, but he'll survive.
2119453694|00000000||I've come to claim the reward, since you're interested in knowing what happened to your troops, not in who brought you the information.
2119453696|00000000||You're right.
2119453698|00000000||Remain silent.
2119453700|00000000||Explain what the elves did.
2119453702|00000000||Remain silent.
2119453704|00000000||Explain what the elves did. (not respecting the word given to Emilia)
2119453706|00000000||Here's your reward.
2119453708|00000000||That's not much.
2119453710|00000000||That's enough of an investigation for any villager.
2119453712|00000000||There's more.
2119453714|00000000||The Scoia'tael were carrying out experiments to develop a powerful neurotoxic poison.
2119453716|00000000||I've neutralized the threat.
2119453718|00000000||The elven sorceress who performed these experiments will no longer harm anyone.
2119453720|00000000||Whether human or elf, sorceresses are all about scheming.
2119453722|00000000||This valuable information deserves a good reward.
2119453724|00000000||There's more.
2119453726|00000000||The Scoia'tael were carrying out experiments to develop…
2119453728|00000000||What's happening?
2119453730|00000000||Remain silent again.
2119453732|00000000||Explain what the elves did.
2119453734|00000000||Remain silent again.
2119453736|00000000||Explain what the elves did. (not respecting Emilia's non disclosure agreement)
2119453738|00000000||You're back at last.
2119453740|00000000||I imagine you're here for the reward.
2119453742|00000000||It's possible.
2119453744|00000000||Not really.
2119453746|00000000||It's possible.
2119453748|00000000||Then don't count on it.
2119453750|00000000||Another witcher has already come and told me what I was interested in.
2119453760|00000000||Good, because you wouldn't have had anything.
2119453762|00000000||Another witcher has already come and told me what I was interested in.
2119453764|00000000||By the way, if you're interested in hearing from him...
2119453766|00000000||He literally burst into flames in front of me.
2119453768|00000000||He must have upset someone he shouldn't have.
2119453770|00000000||Now get out of my sight.
2119453772|00000000||He took the reward and left.
2119453774|00000000||And I have a feeling we won't be seeing him again any time soon.
2119453776|00000000||Elves again...
2119453778|00000000||So... Maybe I can find out where are they came from?
2119453780|00000000||The tracks end here. What now?
2119453782|00000000||Probably the Scoia'tael have done this. Poor thing.
2119453784|00000000||Hmmm... Some kind of pass. I'll deal with it later.
2119453785|00000000||Deal with Scoia'tael.
2119453786|00000000||Search for traces.
2119453789|00000000||removed
2119453790|00000000||removed
2119453793|00000000||Maybe we could make a deal?
2119453795|00000000||Open the cage. Now.
2119453797|00000000||In a few moments you will die by my sword.
2119453800|00000000||I have quite a few orens. Take them, just let me go.
2119453802|00000000||It's too late to bargain, you fool. I'll take your money anyway.
2119453804|00000000||Open the cage. Now.
2119453806|00000000||You're ridiculous. These little tricks are nothing compared to real magic.
2119453808|00000000||All right.
2119453811|00000000||Oh...
2119453813|00000000||Use crystal to activate the teleport.
2119453814|00000000||Explore the coast.
2119453816|00000000||You... Managed to escape?!
2119453818|00000000||Scared?
2119453820|00000000||Hah! Not a chance. You shall die here, bloede dh'oine!
2119453822|00000000||And you won't escape this time.
2119453823|111880ec|item_name_ngcl_emilia_dairy|Emilia's dairy
2119453824|e26030a0|item_name_ngcl_emilia_dairy_text|The combination of Cadfan's Grasp and Crifhau spells allows to create an alloy of substances with new properties. Although the technique needs to be improved, as the hot white phosphorus quickly ignites and turns into red phosphorus, which forms a non-toxic compound.<br>The average time to stop breathing of the subjects after inhaling the new toxic mixture:<br>  human, male - 32 seconds<br>  human, female - 29 seconds<br>  human, child - 12 seconds<br>  dwarf, male - 49 seconds.<br>However, single specimens demonstrate increased resistance, what is expressed in a reduction of breathing without complete stop. Unconsciousness lasts up to a day, after which death occurs. This drawback must be eliminated before the start of large-scale production of toxic bombs.<br><br>As a self-respecting sorceress, I also picked up an antidote in case of self-poisoning - Atropa belladonna extract in whale oil quickly relieves symptoms. However, an accurate calculation of the extract is necessary, since its overdose is also toxic.<br>
2119453825|d4b94f72|item_desc_ngcl_emilia_dairy|Elegant dairy
2119453827|00000000||It's lucky for me that Geralt has a reputation among the elves.
2119453829|00000000||Last chance to give up.
2119453831|00000000||She was ruined by her overconfidence.
2119453833|00000000||Where am I?
2119453835|00000000||I should explore the surroundings.
2119453837|00000000||Nothing really interesting here.
2119453839|00000000||I should continue to follow this valley.
2119453841|00000000||This icy river is really slippery.
2119453843|00000000||Interesting these ice skates.
2119453845|00000000||And... there's like a mushroom smell on this loot.
2119453847|00000000||Even if it's less strong, this odour reminds me the fog's one that has paralyzed the witcher.
2119453849|00000000||I should follow it.
2119453851|00000000||Bear's odour covers that of mushrooms.
2119453853|00000000||A dead end. Yet there must be a passage.
2119453855|00000000||This wall is an illusion. I should be able to pass through it.
2119453857|00000000||Glowing mushrooms? Someone is growing them here.
2119453859|00000000||She forgot that witchers have signs. Aard will help me get this door out.
2119453861|00000000||It's lucky for me that Geralt has a reputation among the elves.
2119453863|00000000||Last chance to give up.
2119453865|00000000||She was ruined by her overconfidence.
2119453867|00000000||Don't bother me.
2119453869|00000000||Go away, witcher.
2119453871|00000000||I'm Emilia. The sorceress of Aen Seidhe.
2119453873|00000000||Let your flesh be frozen in the Blue Mountains.
2119453875|00000000||Impossible! Aen Seidhe…
2119453877|00000000||Bloede dh'oine! My elves will get you…
2119453879|00000000||Ahaha! My magic will tear you apart!
2119453881|00000000||Don't get your hopes up, you bastard!
2119453883|00000000||Glowing mushrooms? Someone is growing them here.
2119453884|00000000||Go back to Novigrad.
2119453886|00000000||AAAARGHH!
2119453887|00000000||Use teleport.
2119453889|00000000||I...
2119453891|00000000||Isn't he the witcher medic told about?
2119453893|00000000||Escort him to Vilmerius Hospital.
2119453897|00000000||Damn. I forgot about the pass.
2119453899|00000000||Now it's time to return to Novigrad.
2119453901|00000000||No time for walking. I need to bring the ingredients to the medic.
2119453904|00000000||I shouldn't go there. White-haired witcher is waiting.
2119453906|00000000||Is Novigrad this way? I don't have much time.
2119453907|00000000||to self, noticing an illusion
2119453908|00000000||Someone placed an illusion here.
2119453909|00000000||to self, slightly startled by sth strange, wants to dispel the illusion
2119453910|00000000||Nehaleni's Eye - oughta use it.
2119453911|00000000||to self, notices an illusion
2119453912|00000000||Hm… Something here. Where's that artifact Keira gave me?
2119453913|00000000||to self, notices an illusion
2119453914|00000000||There's something here. Need to use the Eye.
2119453915|00000000||to self, notices an illusion
2119453916|00000000||An illusion.
2119453917|00000000||calming his horse
2119453918|00000000||Calm down, Roach.
2119453919|00000000||calming horse
2119453920|00000000||There, there.
2119453921|00000000||calming horse
2119453922|00000000||Eeeasy.
2119453923|00000000||calming horse
2119453924|00000000||Everything's all right.
2119453925|00000000||calming his horse
2119453926|00000000||Now, now.
2119453927|00000000||encouraging horse to go faster
2119453928|00000000||Go! Go!
2119453929|00000000||encouraging horse to go faster
2119453930|00000000||Hey-yah!
2119453931|00000000||encouraging horse to go faster
2119453932|00000000||Run, Roach!
2119453933|00000000||encouraging horse to go faster
2119453934|00000000||Giddy-up!
2119453935|00000000||encouraging horse to ride faster
2119453936|00000000||Faster!
2119453937|00000000||forcing horse to slow down
2119453938|00000000||Whoaa!
2119453939|00000000||forcing horse to slow down
2119453940|00000000||Whoa there, Roach.
2119453941|00000000||forcing horse to slow down
2119453942|00000000||Slow, now.
2119453943|00000000||forcing horse to slow down
2119453944|00000000||Take it easy.
2119453945|00000000||forcing horse to slow down
2119453946|00000000||Prrrrrr.
2119453947|00000000||forcing horse to slow down
2119453948|00000000||Slower.
2119453949|00000000||forcing horse to slow down
2119453950|00000000||Come on, now…
2119453951|00000000||forcing horse to slow down
2119453952|00000000||Not so fast, Roach.
2119453953|00000000||forcing horse to slow down
2119453954|00000000||Slow now, whoa.
2119453955|00000000||forcing horse to slow down
2119453956|00000000||Hey there.
2119453957|00000000||encouraging horse to go faster
2119453958|00000000||C'mon, Roach!
2119453959|00000000||encouraging horse to go faster
2119453960|00000000||C'mon!
2119453961|00000000||encouraging horse to go faster
2119453962|00000000||Let's go!
2119453963|00000000||encouraging horse to go faster
2119453964|00000000||Move it!
2119453965|00000000||encouraging horse to go faster
2119453966|00000000||That's it, Roach!
2119453967|00000000||to self, a tinge of disgust
2119453968|00000000||Good size. Wonder if this piece of rot'll get me anything.
2119453969|00000000||to self, thinking out loud
2119453970|00000000||Might be a bounty for bringing in the trophy.
2119453971|00000000||to self, thinking out loud
2119453972|00000000||Maybe there's a bounty? Need a trophy.
2119453973|00000000||to self, out loud
2119453974|00000000||Someone'll pay for this trophy. No doubt about it.
2119453975|00000000||to self, thinking
2119453976|00000000||Trail's fresh…
2119453977|00000000||to self
2119453978|00000000||Hm… Definitely came through here.
2119453979|00000000||to self
2119453980|00000000||Went this way.
2119453981|00000000||to self
2119453982|00000000||Another track.
2119453983|00000000||to himself: found a new sign of the monster, analyzing it
2119453984|00000000||Blood hasn't even dried.
2119453985|00000000||to himself, found an interesting monster track, interested, considering its significance
2119453986|00000000||Hm. Might wanna look around some.
2119453987|00000000||to himself, pensive, cautious
2119453988|00000000||This is someone's home. Or something's.
2119453989|00000000||to self, somber
2119453990|00000000||Another victim.
2119453991|00000000||to self
2119453992|00000000||Wasn't a fair fight. Didn't stand a chance.
2119453993|00000000||to self, thinking
2119453994|00000000||Ground's splattered with blood for a few feet around. A lot of it.
2119453995|00000000||to self, resigned
2119453996|00000000||Can't go this way. Gotta find another route.
2119453997|00000000||to himself - found a sign of the monster - not certain what kind - and is wondering what it indicates
2119453998|00000000||Hm… Strange.
2119453999|00000000||to himself - found a sign of the monster - not certain what kind - and is wondering what it indicates
2119454000|00000000||Interesting.
2119454001|00000000||to himself - found a sign of the monster - not certain what kind - and is wondering what it indicates
2119454002|00000000||Wonder what this means…
2119454003|00000000||cold-blooded, to opponent about its decision during combat
2119454004|00000000||Bad idea.
2119454005|00000000||cold-blooded, egging opponent on during battle
