;meta[language=ru]
;  id     |key(hex)|key(str)|text
2119453207|ac300daf|map_description_ngcl_elven_lab|Синие горы – большой горный хребет, отделяющий Северные королевства от Хакланда и Зеррикании. Горы образуют естественную границу между Лирией, Аэдирном и Каэдвеном. Дол Блатанна, Долина Цветов, располагается у самого подножья гор, а река Яруга пролегает среди скалистых вершин.<br>Свободные эльфы сделали эти горы своим пристанищем.
2119453210|d6b6a495|item_name_blue_mushroom|Синий гриб
2119453211|015fa61b|item_desc_blue_mushroom|Странный светящийся гриб
2119453213|00000000||О, вот и вы! Вы будете рады узнать, что ваш беловолосый друг стабилен.
2119453215|00000000||Вот ваши травы. Буду честен: не ожидал, что ради них мне придётся оббежать весь госпиталь.
2119453217|00000000||Пожалуйста, мастер-ведьмак, найдите целебные травы.
2119453219|00000000||Готово.
2119453221|00000000||Вашему другу нужно противоядие, и как можно скорее.
2119453223|00000000||Подождём, пока газ полностью рассеется.
2119453225|00000000||Какие эльфы, даже среди скоя'таэлей, в наши дни экспериментируют с бомбами?
2119453227|00000000||Хм... письмо с инструкциями и кристалл. Подумаю об этом позже.
2119453229|00000000||Ещё один dh'oine. Убить его!
2119453231|00000000||Он едва дышит. Белый мёд не оказал никакого эффекта, но он и не поможет, если это токсический эффект.
2119453233|00000000||Необычный яд, никогда не видел ничего подобного. Он пахнет... какими-то грибами?
2119453235|00000000||Я не могу никуда уйти, мне нужно доставить его в госпиталь в Новиграде.
2119453236|00000000||Обыскать тела эльфов.
2119453237|3b36903b|item_name_ngcl_elf_letter|Инструкции для эксперимента
2119453238|5fa54841|item_desc_ngcl_elf_letter|Письмо, написанное элегантной женской рукой
2119453239|7a825ab1|item_name_ngcl_elf_letter_text|В этот раз испытайте бомбы, созданные с использованием синих грибов.<br>Мне нужно знать среднее время остановки дыхания у здоровых индивидуумов. Труп того, что продержится дольше всех, принесите мне для вскрытия. Как обычно, прилагаю новый кристалл для активации портала к западу от Берега погибших кораблей. <br><br>P.S. Пожалуйста, никаких больше краснолюдских трупов, меня уже тошнит от их бород.
2119453240|50915c58|item_name_ngcl_portal_crystal|Магический кристалл
2119453241|af38a15e|item_desc_ngcl_portal_crystal|Блестящий кристалл без единой царапины
2119453243|00000000||Надо проверить ведьмака. Возможно, он ещё жив.
2119453244|00000000||Исследовать окрестности.
2119453245|00000000||Где я?
2119453247|00000000||Эта замёрзшая река действительно скользкая.
2119453249|00000000||Мне нужно осмотреться.
2119453251|00000000||Где я?
2119453254|00000000||Здесь нет ничего интересного.
2119453256|00000000||Мне нужно идти дальше по этой долине.
2119453257|00000000||Исследовать окрестности.
2119453259|00000000||Эта замёрзшая река действительно скользкая.
2119453261|00000000||Интересные коньки.
2119453263|00000000||И... эти вещи чем-то пахнут.
2119453265|00000000||Этот запах менее интенсивный, но он напоминает мне запах тумана, парализовавшего ведьмака.
2119453267|00000000||Мне нужно идти на запах.
2119453269|00000000||Медвежий запах перекрывает запах грибов.
2119453270|00000000||Идти по запаху грибов.
2119453271|00000000||Найти запах грибов.
2119453272|00000000||Осмотреть вещи эльфов.
2119453274|00000000||Учитывая размеры замёрзшего озера, коньки мне пригодятся.
2119453276|00000000||Учитывая размеры замёрзшего озера, коньки мне пригодятся.
2119453278|00000000||Учитывая размеры замёрзшего озера, коньки мне пригодятся.
2119453280|00000000||Мне больше это не нужно.
2119453282|00000000||Мне больше это не нужно.
2119453284|00000000||Тупик. Но здесь должен быть проход.
2119453286|00000000||Эта стена – иллюзия. Я должен пройти через неё.
2119453287|00000000||Найти проход.
2119453288|00000000||Следовать за запахом грибов.
2119453290|00000000||Отправиться на западное побережье.
2119453292|00000000||Чего ты хочешь?
2119453294|00000000||Мне нужна помощь.
2119453296|00000000||Я отправил своих солдат патрулировать лес к востоку от Урстена.
2119453298|00000000||Уже несколько дней я не получал от них вестей.
2119453300|00000000||Выполнение контрактов – это то, чем вы, ведьмаки, зарабатываете на жизнь. 
2119453302|00000000||Если за него хорошо заплатят.
2119453304|00000000||Почему ты просишь об этом меня?
2119453306|00000000||Извини. Мне это не интересно.
2119453308|00000000||Сначала поговорим об оплате.
2119453310|00000000||Тебя просит Реданская армия.
2119453312|00000000||Этого должно быть достаточно.
2119453314|00000000||Деньги...
2119453316|00000000||Это всё, о чём вы, ведьмаки, говорите.
2119453318|00000000||Тебе хорошо заплатят, если ты разгадаешь эту тайну.
2119453320|00000000||Почему ты просишь об этом меня?
2119453322|00000000||Не могу представить, чтобы я обратился за помощью к своему начальству из-за того, что потерял своих солдат.
2119453324|00000000||Ты слывёшь не очень разговорчивым, так что...
2119453326|00000000||Если ты найдёшь моих ребят, я тебе заплачу, и все будут довольны!
2119453328|00000000||Хммм. Думаю, я проведу расследование...
2119453330|00000000||Отлично! Возвращайся ко мне, когда разберёшься со всем этим.
2119453332|00000000||Мне это не интересно. Прощай.
2119453336|00000000||Учитывая размеры замёрзшего озера, коньки мне пригодятся.
2119453338|00000000||Учитывая размеры замёрзшего озера, коньки мне пригодятся.
2119453340|00000000||Учитывая размеры замёрзшего озера, коньки мне пригодятся.
2119453342|00000000||Мне больше это не нужно.
2119453347|00000000||Не время для прогулок. Мне нужно поторапливаться.
2119453349|00000000||Я не должен туда идти. Я должен добраться до Берега погибших кораблей как можно скорее.
2119453351|00000000||Должно быть, не то направление. Мне нужно добраться до побережья.
2119453353|00000000||Побережье в той стороне? Мне нужно торопиться.
2119453355|00000000||Хм... Кажется, мне нужно идти другим путём.
2119453357|00000000||Убить белого медведя.
2119453359|00000000||Запах исходит отсюда...
2119453362|00000000||Так-так... А вот и причина, почему я столько времени потратила на гравитационную ловушку.
2119453364|00000000||Итак, я в плену.
2119453367|00000000||Оседлать Карася.
2119453369|91cac685|ngcl_cinematic_velen_text|Западный Велен
2119453370|00000000||Карась
2119453372|00000000||Мне предстоит дальняя дорога. Нужно оседлать Карася.
2119453374|00000000||Кажется, я на месте.
2119453376|00000000||Проницательный. Многообещающий...
2119453378|00000000||Кто ты и что тебе нужно?
2119453380|00000000||Кто ты и что тебе нужно?
2119453382|00000000||Освободи меня, длинноухая сволочь!
2119453384|00000000||Кто ты и что тебе нужно?
2119453386|00000000||Освободи меня, длинноухая сволочь!
2119453388|00000000||И вежливый.
2119453390|00000000||Но грубый.
2119453392|00000000||Это не очень интересно, учитывая, что ждёт впереди. Но я отвечу на твои вопросы.
2119453394|00000000||Меня зовут Эмилия.
2119453396|00000000||Великая эльфийская чародейка.
2119453398|00000000||Сбавь тон, ты, ничтожная лабораторная крыса.
2119453400|00000000||Меня зовут Эмилия.
2119453402|00000000||Великая чародейка из Aen Seidhe.
2119453404|00000000||И, может быть, тогда я скажу тебе, что тебя ждёт.
2119453406|00000000||Я была ученицей Францески Финдабаир, нашей Маргаритки из Долин. А сейчас я совершенствуюсь в искусстве алхимии.
2119453408|00000000||Как видишь, я применяю то, что узнала, для разработки вещества, которое позволит эльфам вернуть себе законное место.
2119453410|00000000||После нескольких лет кропотливой работы мне удалось получить особую смесь, смешав раскалённые добела кристаллы фосфора с семенами спорыньи.
2119453412|00000000||Однако она всё ещё не всегда смертельна, и мне нужно больше подопытных для экспериментов.
2119453414|00000000||И в этот момент появляешься ты, vatt'ghern. А ты – настоящая находка.
2119453416|00000000||Насколько я слышала, у ведьмаков особый метаболизм, который, как я думаю, очень пригодится в моих экспериментах.
2119453418|00000000||Мы начнём с малых доз, чтобы выяснить, как твоё тело справляется с ядом. И я найду способ справиться с этим механизмом противодействия.
2119453420|00000000||Я всегда был сторонником эльфов.
2119453422|00000000||Я всегда оставался в стороне от противостояния эльфов.
2119453424|00000000||Я ненавижу эльфов.
2119453426|00000000||Это ошибка, я никогда не вмешивался в борьбу с эльфами.
2119453428|00000000||Если ты не с нами, то ты против нас.
2119453430|00000000||Это ошибка, я всегда поддерживал эльфов.
2119453432|00000000||И я здесь, чтобы помочь другому ведьмаку. Его зовут Геральт из Ривии.
2119453434|00000000||Он был парализован в результате нападения твоих приспешников, и долго не протянет, если я не принесу ингредиенты для противоядия.
2119453436|00000000||Ты говоришь правду. Если ведьмаки будут и дальше нам помогать, это будет полезнее, чем вскрытие на моём столе.
2119453438|00000000||Я отпущу тебя.
2119453440|00000000||Больно это говорить, но мне придётся найти другое тело для моих экспериментов.
2119453442|00000000||Но сначала ты должен подписать это соглашение о неразглашении своей кровью.
2119453444|00000000||Чтобы я была уверена, что ты никогда никому не расскажешь, чем я здесь занимаюсь.
2119453446|00000000||Ты говоришь, что пришёл сюда, чтобы помочь Геральту из Ривии, но он не друг Aen Seidhe.
2119453448|00000000||А друзья моих врагов – мои враги.
2119453450|00000000||Не скучай, я скоро вернусь, чтобы опробовать на тебе новую версию яда.
2119453452|00000000||Я убью тебя!
2119453454|00000000||Бедняжка, острый меч и тупые мускулы не помогут тебе. Эта клетка может сдержать даже медведя.
2119453456|00000000||Ты не связала мне руки.
2119453458|00000000||Ты только что назвал меня эльфийской шлюхой.
2119453460|00000000||Ты не можешь быть другом Aen Seidhe.
2119453462|00000000||Gwynbleidd помог Верноссиэль.
2119453464|00000000||Gwynbleidd помог Иорвету.
2119453466|00000000||Я ненавижу вас всех. И надеюсь, что Дол Блатанна скоро полностью вымрет.
2119453468|00000000||Это не поможет. А за твои грязные слова я отрежу тебе язык.
2119453470|00000000||Она недооценивает ведьмачьи знаки. Аард поможет мне выбить эту дверь.
2119453471|00000000||Использовать портал, чтобы вернуться в Новиград.
2119453472|00000000||Использовать Аард, чтобы выбить дверь клетки.
2119453473|00000000||Найти ингредиенты яда.
2119453474|00000000||Победить голема.
2119453475|00000000||Победить Эмилию.
2119453476|00000000||Обыскать тело Эмилии.
2119453477|00000000||Использовать кристалл для активации портала.
2119453478|00000000||Покинуть лабораторию.
2119453480|00000000||Я не должен туда идти. Мне нужно осмотреть побережье.
2119453482|00000000||Мне нужно вернуться на побережье. Там должны быть какие-нибудь следы.
2119453484|00000000||Очень хорошо, ты подписал договор.
2119453486|00000000||Вот одна доза противоядия. Но она была разработана для эльфа. Не могу обещать, что она сработает для ведьмака.
2119453488|00000000||Я активировала портал рядом с выходом из лаборатории. Используй его.
2119453490|00000000||Ты что тут делаешь, приблуда?!
2119453492|00000000||Без грамоты хода нет!
2119453494|00000000||Какой грамоты?
2119453496|00000000||Выведите его!
2119453502|00000000||Что тебе нужно?
2119453504|00000000||Мне нужна помощь.
2119453506|00000000||Я отправил своих солдат патрулировать лес к востоку от Урстена.
2119453508|00000000||Уже несколько дней я не получал от них вестей.
2119453510|00000000||Выполнение контрактов – это то, чем вы, ведьмаки, зарабатываете на жизнь. 
2119453512|00000000||Если за него хорошо заплатят.
2119453514|00000000||Почему ты просишь об этом меня?
2119453516|00000000||Извини. Мне это не интересно.
2119453518|00000000||Сначала поговорим об оплате.
2119453520|00000000||Тебя просит Реданская армия.
2119453522|00000000||Этого должно быть достаточно.
2119453524|00000000||Деньги...
2119453526|00000000||Это всё, о чём вы, ведьмаки, говорите.
2119453528|00000000||Тебе хорошо заплатят, если ты разгадаешь эту тайну.
2119453530|00000000||Почему ты просишь об этом меня?
2119453532|00000000||Не могу представить, чтобы я обратился за помощью к своему начальству из-за того, что потерял своих солдат.
2119453534|00000000||Ты слывёшь не очень разговорчивым, так что...
2119453536|00000000||Если ты найдёшь моих ребят, я тебе заплачу, и все будут довольны!
2119453538|00000000||Хммм. Думаю, я проведу расследование...
2119453540|00000000||Отлично! Возвращайся ко мне, когда разберёшься со всем этим.
2119453542|00000000||Мне это не интересно. Прощай.
2119453546|00000000||Это ты выписал контракт ведьмаку Геральту из Ривии?
2119453548|00000000||Зависит от того, что ты хочешь от меня.
2119453550|00000000||Я пришёл за наградой.
2119453552|00000000||Что ты имеешь в виду?
2119453554|00000000||Твои солдаты погибли в засаде скоя'таэлей.
2119453556|00000000||Чёртовы эльфы.
2119453558|00000000||Я видел, как эльфы напали на ведьмака.
2119453560|00000000||Он в плохом состоянии, но жить будет.
2119453562|00000000||Я пришёл за наградой, поскольку тебя интересует, что случилось с твоими солдатами, а не кто принесёт тебе информацию.
2119453564|00000000||Ты прав.
2119453566|00000000||[Промолчать.]
2119453568|00000000||Всё дело в скоя'таэлях с Синих гор.
2119453570|00000000||[Промолчать.]
2119453572|00000000||Рассказать, что сделали эльфы (не сдержать слово, данное Эмилии).
2119453574|00000000||Вот твоя награда.
2119453576|00000000||Не так уж много.
2119453578|00000000||Достаточно за расследование, которое мог провести любой горожанин.
2119453580|00000000||Есть ещё кое-что.
2119453582|00000000||Промолчать.
2119453584|00000000||Рассказать, что сделали эльфы.
2119453586|00000000||Промолчать.
2119453588|00000000||Рассказать, что сделали эльфы (нарушить соглашение о неразглашении, подписанное с Эмилией).
2119453590|00000000||Скоя'таэли проводили эксперименты, чтобы разработать мощный нейротоксичный яд.
2119453592|00000000||Я нейтрализовал угрозу.
2119453594|00000000||Эльфийская чародейка, которая проводила эти эксперименты, больше никому не причинит вреда.
2119453596|00000000||Неважно, человек или эльф – все чародейки любят интриги.
2119453598|00000000||Эта ценная информация заслуживает хорошей награды.
2119453600|00000000||Есть ещё кое-что.
2119453602|00000000||Это были скоя'таэли с Синих гор…
2119453604|00000000||Что такое?
2119453606|00000000||[Снова промолчать.]
2119453608|00000000||Всё дело в скоя'таэлях с Синих гор.
2119453610|00000000||[Снова промолчать.]
2119453612|00000000||Всё дело в скоя'таэлях с Синих гор.
2119453614|00000000||Это ты выписал контракт ведьмаку Геральту из Ривии?
2119453616|00000000||Зависит от того, что ты хочешь от меня.
2119453618|00000000||Я пришёл за наградой.
2119453620|00000000||Что ты имеешь в виду?
2119453622|00000000||Твои солдаты погибли в засаде скоя'таэлей.
2119453624|00000000||Чёртовы эльфы.
2119453626|00000000||Я видел, как эльфы напали на ведьмака.
2119453628|00000000||Он в плохом состоянии, но жить будет.
2119453630|00000000||Я пришёл за наградой, поскольку тебя интересует, что случилось с твоими солдатами, а не кто принесёт тебе информацию.
2119453632|00000000||Ты прав.
2119453634|00000000||Промолчать.
2119453636|00000000||Рассказать, что сделали эльфы.
2119453638|00000000||Промолчать.
2119453640|00000000||Рассказать, что сделали эльфы (не сдержать слово, данное Эмилии).
2119453642|00000000||Вот твоя награда.
2119453644|00000000||Не так уж много.
2119453646|00000000||Достаточно за расследование, которое мог провести любой горожанин.
2119453648|00000000||Есть ещё кое-что.
2119453650|00000000||Скоя'таэли проводили эксперименты, чтобы разработать мощный нейротоксичный яд.
2119453652|00000000||Я нейтрализовал угрозу.
2119453654|00000000||Эльфийская чародейка, которая проводила эти эксперименты, больше никому не причинит вреда.
2119453656|00000000||Неважно, человек или эльф – все чародейки любят интриги.
2119453658|00000000||Эта ценная информация заслуживает хорошей награды.
2119453660|00000000||Есть ещё кое-что.
2119453662|00000000||Скоя'таэли проводили эксперименты, чтобы разработать...
2119453664|00000000||Что такое?
2119453666|00000000||Снова промолчать.
2119453668|00000000||Рассказать, что сделали эльфы.
2119453670|00000000||Снова промолчать.
2119453672|00000000||Рассказать, что сделали эльфы (нарушить соглашение о неразглашении, подписанное с Эмилией).
2119453674|00000000||Снова ты.
2119453676|00000000||Полагаю, что ты пришёл за наградой.
2119453678|00000000||Это ты выписал контракт ведьмаку Геральту из Ривии?
2119453680|00000000||Зависит от того, что ты хочешь от меня.
2119453682|00000000||Я пришёл за наградой.
2119453684|00000000||Что ты имеешь в виду?
2119453686|00000000||Твои солдаты погибли в засаде скоя'таэлей.
2119453688|00000000||Чёртовы эльфы.
2119453690|00000000||Я видел, как эльфы напали на ведьмака.
2119453692|00000000||Он в плохом состоянии, но жить будет.
2119453694|00000000||Я пришёл за наградой, поскольку тебя интересует, что случилось с твоими солдатами, а не кто принесёт тебе информацию.
2119453696|00000000||Ты прав.
2119453698|00000000||Промолчать.
2119453700|00000000||Рассказать, что сделали эльфы.
2119453702|00000000||Промолчать.
2119453704|00000000||Рассказать, что сделали эльфы (не сдержать слово, данное Эмилии).
2119453706|00000000||Вот твоя награда.
2119453708|00000000||Не так уж много.
2119453710|00000000||Достаточно за расследование, которое мог провести любой горожанин.
2119453712|00000000||Есть ещё кое-что.
2119453714|00000000||Скоя'таэли проводили эксперименты, чтобы разработать мощный нейротоксичный яд.
2119453716|00000000||Я нейтрализовал угрозу.
2119453718|00000000||Эльфийская чародейка, которая проводила эти эксперименты, больше никому не причинит вреда.
2119453720|00000000||Неважно, человек или эльф – все чародейки любят интриги.
2119453722|00000000||Эта ценная информация заслуживает хорошей награды.
2119453724|00000000||Есть ещё кое-что.
2119453726|00000000||Скоя'таэли проводили эксперименты, чтобы разработать...
2119453728|00000000||Что такое?
2119453730|00000000||Снова промолчать.
2119453732|00000000||Рассказать, что сделали эльфы.
2119453734|00000000||Снова промолчать.
2119453736|00000000||Рассказать, что сделали эльфы (нарушить соглашение о неразглашении, подписанное с Эмилией).
2119453738|00000000||Ты наконец вернулся.
2119453740|00000000||Полагаю, что ты пришёл за наградой.
2119453742|00000000||Возможно.
2119453744|00000000||Нет.
2119453746|00000000||Возможно.
2119453748|00000000||Тогда не рассчитывай на неё
2119453750|00000000||За наградой уже приходил другой ведьмак.
2119453760|00000000||Хорошо, потому что ты ничего не получил бы.
2119453762|00000000||За наградой уже приходил другой ведьмак.
2119453764|00000000||К слову, если тебе интересно, что с ним...
2119453766|00000000||Он буквально загорелся на моих глазах.
2119453768|00000000||Должно быть, он огорчил кого-то, кого не следовало огорчать.
2119453770|00000000||А теперь убирайся с глаз моих.
2119453772|00000000||Он забрал награду и ушёл.
2119453774|00000000||И у меня такое чувство, что в ближайшее время мы больше не увидим его.
2119453776|00000000||Снова эльфы...
2119453778|00000000||Итак... Может, я смогу выяснить, откуда они пришли?
2119453780|00000000||След обрывается здесь. Что теперь?
2119453782|00000000||Вероятно, это сделали скоя'таэля. Бедняга.
2119453784|00000000||Хммм... Какая-то грамота. Я разберусь с этим позже.
2119453785|00000000||Разобраться со скоя'таэлями.
2119453786|00000000||Поискать следы.
2119453793|00000000||Может, мы сможем договориться?
2119453795|00000000||Открой клетку. Сейчас же.
2119453797|00000000||Через несколько мгновений ты умрёшь от моего меча.
2119453800|00000000||У меня есть много оренов. Забери их и отпусти меня.
2119453802|00000000||Слишком поздно торговаться, дурачок. Я всё равно заберу твои деньги.
2119453804|00000000||Открой клетку. Сейчас же.
2119453806|00000000||Ты смешон. Эти маленькие трюки – ничто в сравнении с настоящей магией.
2119453808|00000000||Хорошо.
2119453811|00000000||Оу...
2119453813|00000000||Использовать кристалл, чтобы активировать портал.
2119453814|00000000||Осмотреть побережье.
2119453816|00000000||Ты... смог сбежать?!
2119453818|00000000||Испугалась?
2119453820|00000000||Ха! Нисколько. Ты умрёшь здесь, bloede dh'oine!
2119453822|00000000||И в этот раз ты не сбежишь.
2119453823|111880ec|item_name_ngcl_emilia_dairy|Дневник Эмилии
2119453824|e26030a0|item_name_ngcl_emilia_dairy_text|Комбинация Хватки Кадфана и Крифхау позволяет создать сплав веществ с необходимыми свойствами. Хотя над технологией ещё нужно поработать, поскольку горячий белый фосфор быстро воспламеняется и превращается в красный фосфор, который создаёт нетоксичное соединение.<br>Среднее время остановки дыхания у испытуемых после вдыхания новых токсичной смеси:<br>  человек, мужской пол - 32 секунды<br>  человек, женский пол - 29 секунд<br>  человек, ребёнок - 12 секунд<br>  краснолюд, мужской пол - 49 секунд.<br>Однако единичные экземпляры демонстрируют повышенную сопротивляемость, выражающуюся в снижении частоты дыхания без полной его остановки. Бессознательное состояние может продолжаться до суток, после чего наступает смерть. Этот недостаток необходимо устранить до начала массового производства токсичных бомб.<br><br>Как уважающая себя чародейка, я также подобрала противоядие на случай самоотравления – экстракт Atropa belladonna в китовом жире быстро снимает симптомы. Однако необходимо точно рассчитать дозу экстракта, поскольку его передозировка также токсична.<br>
2119453825|d4b94f72|item_desc_ngcl_emilia_dairy|Элегантный дневник
2119453827|00000000||Мне повезло, что Геральт уважаем среди эльфов.
2119453829|00000000||Последний шанс сдаться.
2119453831|00000000||Её погубила чрезмерная самоуверенность.
2119453833|00000000||Где я?
2119453835|00000000||Мне нужно осмотреться.
2119453837|00000000||Здесь нет ничего интересного.
2119453839|00000000||Мне нужно идти дальше по этой долине.
2119453841|00000000||Эта замёрзшая река действительно скользкая.
2119453843|00000000||Интересные коньки.
2119453845|00000000||И... эти вещи пахнут грибами.
2119453847|00000000||Этот запах менее интенсивный, но он напоминает мне запах тумана, парализовавшего ведьмака.
2119453849|00000000||Мне нужно идти на запах.
2119453851|00000000||Медвежий запах перекрывает запах грибов.
2119453853|00000000||Тупик. Но здесь должен быть проход.
2119453855|00000000||Эта стена – иллюзия. Я должен пройти через неё.
2119453857|00000000||Светящиеся грибы? Кто-то выращивает их здесь.
2119453859|00000000||Она забыла, что у ведьмаков есть знаки. Аард поможет мне выбить эту дверь.
2119453861|00000000||Мне повезло, что Геральт уважаем среди эльфов.
2119453863|00000000||Последний шанс сдаться.
2119453865|00000000||Её погубила чрезмерная самоуверенность.
2119453867|00000000||Не беспокой меня.
2119453869|00000000||Уходи, ведьмак.
2119453871|00000000||Я Эмилия. Чародейка из Aen Seidhe.
2119453873|00000000||Пусть твоя плоть замёрзнет в Синих горах.
2119453875|00000000||Невозможно! Aen Seidhe…
2119453877|00000000||Bloede dh'oine! Мои эльфы доберутся до тебя...
2119453879|00000000||Хахаха! Моя магия разорвёт тебя на части!
2119453881|00000000||Не надейся, ублюдок!
2119453883|00000000||Светящиеся грибы? Кто-то выращивает их здесь.
2119453884|00000000||Вернуться в Новиград.
2119453886|00000000||АAAAAAAA!
2119453887|00000000||Использовать телепорт.
2119453889|00000000||Я...
2119453891|00000000||А это не тот ведьмак, о котором говорил медик?
2119453893|00000000||Отведите его в госпиталь Вильмериуса.
2119453897|00000000||Чёрт. Я забыл про грамоту.
2119453899|00000000||Время возвращаться в Новиград.
2119453901|00000000||Нет времени на прогулки. Мне нужно принести ингредиенты медику.
2119453904|00000000||Я не должен туда идти. Беловолосый ведьмак ждёт.
2119453906|00000000||Разве Новиград в этой стороне? У меня мало времени.
2119453922|00000000||Спокойно.
2119453928|00000000||Давай!
2119453956|00000000||Эй-эй.
2119453998|00000000||Хм... Странно.
2119454018|00000000||У тебя сегодня плохой день.
2119454080|00000000||Покончим с этим.
2119454116|00000000||Погода в самый раз.
2119454160|00000000||Кхе-кхе-кхе.
2119454184|00000000||Проклятая погода.
2119454186|00000000||Скотина!
2119454188|00000000||Гнездо… Надо всё уничтожить.
2119454190|00000000||Что, драться расхотелось?
